VENDOR NAME,INVENTORY DETAIL,Rev,QUANTITY,DESCRIPTION,
LLCS2556,LX90041248,C02 - 10,1.000000,no housing
LLCS2556,LX90041249,C02 - 10,1.000000,no housing
LLCS2556,LX90046152,C02 - 10,1.000000,no housing
LLCS2556,LX90046154,C02 - 10,1.000000,no housing
LLCS2556,LX90046153,C02 - 10,1.000000,no housing
LLCS2556,LX90045965,C02 - 10,1.000000,no housing
LLCS2556,LX90045973,C02 - 10,1.000000,no housing
LLCS2556,LX90045977,C02 - 10,1.000000,no housing
LLCS2556,LX90045909,C02 - 10,1.000000,no housing
LLCS2556,LX90045962,C02 - 10,1.000000,no housing
LLCS2556,LX90045969,C02 - 10,1.000000,no housing
LLCS2556,LX90041252,C02 - 10,1.000000,no housing
LLCS2556,LX90041251,C02 - 10,1.000000,no housing
LLCS2556,LX90041267,C02 - 10,1.000000,no housing
LLCS2556,LX90046173,C02 - 10,1.000000,no housing
LLCS2556,LX90041794,C02 - 10,1.000000,no housing
LLCS2556,LX90041218,C02 - 10,1.000000,no housing
LLCS2701,LX90010146,C01-02,1.000000,
LLCS2701,LX90010056,C01-02,1.000000,
LLCS2701,LX90010058,C01-02,1.000000,
LLCS2701,LX90010060,C01-02,1.000000,
LLCS2701,LX90009345,C01-02,1.000000,
LLCS2701,LX90009347,C01-02,1.000000,
LLCS2701,LX90009349,C01-02,1.000000,
LLCS2701,LX90009351,C01-02,1.000000,
LLCS2701,LX90009353,C01-02,1.000000,
LLCS2701,LX90009355,C01-02,1.000000,
LLCS2709,LX90041497,C02 - 05,1.000000,no housing
LLCS2709,LX90041512,C02 - 05,1.000000,no housing
LLCS2709,LX90041515,C02 - 05,1.000000,no housing
LLCS2709,LX90041511,C02 - 05,1.000000,no housing
LLCS2709,LX90041519,C02 - 05,1.000000,no housing
LLCS2709,LX90041514,C02 - 05,1.000000,no housing
LLCS2709,LX90041509,C02 - 05,1.000000,no housing
LLCS2709,LX90041513,C02 - 05,1.000000,no housing
LLCS2709,LX90041510,C02 - 05,1.000000,no housing
LLCS2709,LX90041624,C02 - 05,1.000000,no housing
LLCS2709,LX90041623,C02 - 05,1.000000,no housing
LLCS2709,LX90041491,C01 - 04,1.000000,no housing
LLCS2709,LX90041558,C02 - 05,1.000000,no housing
LLCS2709,LX90041559,C02 - 05,1.000000,no housing
LLCS2709,LX90041498,C02 - 05,1.000000,no housing
LLCS2709,LX90041499,C02 - 05,1.000000,no housing
LLCS2709,LX90041500,C02 - 05,1.000000,no housing
LLCS2709,LX90041426,C02 - 05,1.000000,no housing
LLCS2709,LX90041448,C02 - 05,1.000000,no housing
LLCS2709,LX90041447,C02 - 05,1.000000,no housing
LLCS2709,LX90041504,C02 - 05,1.000000,no housing
LLCS2709,LX90041503,C02 - 05,1.000000,no housing
LLCS2709,LX90041549,C02 - 05,1.000000,no housing
LLCS2709,LX90041594,C02 - 05,1.000000,no housing
LLCS2709,LX90041617,C02 - 05,1.000000,no housing
LLCS2709,LX90041616,C02 - 05,1.000000,no housing
LLCS2709,LX90041615,C02 - 05,1.000000,no housing
LLCS2709,LX90041620,C02 - 05,1.000000,no housing
LLCS2709,LX90041619,C02 - 05,1.000000,no housing
LLCS2709,LX90041621,C02 - 05,1.000000,no housing
LLCS2709,LX90041626,C02 - 05,1.000000,no housing
LLCS2709,LX90041628,C02 - 05,1.000000,no housing
LLCS2709,LX90041625,C02 - 05,1.000000,no housing
LLCS2709,LX90041622,C02 - 05,1.000000,no housing
LLCS2709,LX90041627,C02 - 05,1.000000,no housing
LLCS2709,LX90041633,C02 - 05,1.000000,no housing
